thermal_efficiency_percent,net_specific_power_kw_per_kg
32.681789140404845,22265.538741102853
32.68822712415011,22262.65683654846
32.68943818187775,22260.485695023614
32.69246818249401,22254.612277017335
32.69389101509794,22250.08747639531
32.69734510930484,22245.23085593479
32.700409075924384,22239.585005745626
32.70058806908053,22238.41349183283
32.701498968654846,22237.214200585302
32.70363137844017,22232.750153488505
32.707867033650565,22222.71103464911
32.71061986892019,22211.737741471534
32.71539536486516,22209.94720602073
32.71735330931853,22206.104230953664
32.719333233433176,22200.64593491442
32.721722052866276,22196.843440279223
32.72238103408374,22194.93135367632
32.724278858042176,22184.306735828937
32.72591757522484,22183.94167276617
32.72986047071392,22179.83481759231
32.73312678224878,22171.55709589187
32.73515372738808,22170.431786322868
32.736458539060706,22168.216467694983
32.73665900452008,22167.789469547253
32.73687546891828,22167.34358987861
32.73826910664715,22159.38305774929
32.74172990521126,22157.5458346019
32.74764888967455,22145.97606846599
32.74817475926906,22143.792727867527
32.74954362424884,22139.847970833143
32.75418044577268,22132.79742923581
32.756202410045375,22122.596479295793
32.7591945902312,22120.22762723418
32.76107409463829,22116.131742321995
32.76424140047553,22112.928972875765
32.76541714594449,22110.43494219418
32.76632861281994,22108.842118857585
32.766916603281224,22105.582566945737
32.774142374943416,22092.16574782223
32.779552224056744,22082.10737227846
32.780321441065645,22079.71832359615
32.78223795694256,22071.554416067742
32.78275367250049,22059.148000313286
32.791288145052384,22057.824807143395
32.79571603814632,22045.330723488667
32.7992526484017,22039.756970501516
32.8063291561504,22028.931405547642
32.806929775737125,22027.637191229867
32.807681139174285,22022.504540791306
32.812366646981815,22012.432151324298
32.8124309415772,22012.18736451967
32.814975615991045,22011.72882061701
32.82081564670966,21999.95340053582
32.82268228379946,21983.223155495205
32.82971545107639,21981.09911325213
32.83390657941992,21973.801495270596
32.83404692335715,21972.810001026293
32.83981725329676,21958.91753257036
32.84356536968275,21953.69811475959
32.84409286939022,21953.153259408955
32.844390525911535,21949.309260576898
32.84678149414526,21948.054386734937
32.84764736934716,21946.30104451498
32.84873900270701,21941.376046261583
32.85486130872338,21931.32669841227
32.85745971859087,21924.792502331704
32.86089878342905,21919.396881478995
32.86284765399052,21911.69332476117
32.86917544458466,21901.146577763255
32.872582931369905,21891.032075264735
32.87469474620332,21886.355578058938
32.87988406165357,21881.53465398147
32.882826287367756,21872.36091418982
32.88493978535141,21871.299321365183
32.88670724927144,21857.60917020497
32.89132345665247,21852.24194443728
32.89252470856332,21851.045077458155
32.89285150012554,21849.42869705165
32.89753088322698,21845.341781868385
32.905740250441696,21828.909965956514
32.90863655521592,21819.866164192266
32.911653111973386,21815.900683603948
32.91471396623066,21810.491076663413
