engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,heat_addition_angle_degrees,thermal_efficiency_percent,net_specific_power_kw_per_kg,work_consumption_ratio,maximum_pressure_kpa,maximum_temperature_k
2500,-48,8,3.8,37.5,27.09205296,5644.1777,0.4772437553,4168.934922,1563.357906
3000,-48,8,3.8,45,28.13793652,7034.48413,0.4521745974,4131.129106,1550.148152
3500,-48,8,3.8,52.5,29.03647798,8468.972745,0.4306399668,4078.330615,1536.202423
4000,-48,8,3.8,60,29.75086573,9916.955245,0.4128391769,3929.082015,1511.517756
4500,-48,8,3.8,67.5,30.25721313,11346.45492,0.3989744831,3730.746731,1479.101801
5000,-48,8,3.8,75,30.54806523,12728.36051,0.3886663444,3518.896251,1442.86193
5500,-48,8,3.8,82.5,30.63091178,14039.1679,0.3814348344,3312.608808,1405.705989
6000,-48,8,3.8,90,30.52373895,15261.86947,0.3768113912,3120.429159,1369.612313
6500,-48,8,3.8,97.5,30.25019322,16385.52133,0.3743805488,2945.86792,1335.862162
7000,-48,8,3.8,105,29.83578797,17404.20965,0.3737906756,2789.768199,1305.210348
7500,-48,8,3.8,112.5,29.30545436,18315.90898,0.3747510104,2650.995798,1278.022679
8000,-48,8,3.8,120,28.68219758,19121.46505,0.3770234879,2528.100239,1254.427631
8500,-48,8,3.8,127.5,27.9865022,19823.77239,0.3804134529,2419.5262,1234.332678
9000,-48,8,3.8,135,27.23618844,20427.14133,0.3847610485,2323.541437,1217.54996
9500,-48,8,3.8,142.5,26.44651348,20936.82317,0.3899338953,2238.486097,1203.814412
10000,-48,8,3.8,150,25.6303905,21358.65875,0.395821138,2163.20467,1192.844827
500,-24,8,3.8,7.5,30.22454276,1259.355948,0.4011936748,4061.575252,1524.049046
1000,-24,8,3.8,15,31.13811258,2594.842715,0.378427474,4032.864015,1512.690605
1500,-24,8,3.8,22.5,31.86399225,3982.999031,0.3599944332,4008.855027,1503.590856
2000,-24,8,3.8,30,32.3622916,5393.715267,0.3471680293,3918.007563,1491.758226
2500,-24,8,3.8,37.5,32.61013396,6793.777909,0.3394717468,3675.545449,1468.154069
3000,-24,8,3.8,45,32.60639535,8151.598837,0.3356391939,3381.087292,1437.390413
3500,-24,8,3.8,52.5,32.36933305,9441.055473,0.3346717763,3090.746377,1403.949035
4000,-24,8,3.8,60,31.92954682,10643.18227,0.3359048499,2828.762713,1370.784417
4500,-24,8,3.8,67.5,31.32256963,11745.96361,0.3388779616,2601.872339,1339.714945
5000,-24,8,3.8,75,30.58355952,12743.1498,0.3432581009,2409.631998,1311.666112
5500,-24,8,3.8,82.5,29.74440582,13632.85267,0.3487969313,2248.60769,1286.957615
6000,-24,8,3.8,90,28.83259482,14416.29741,0.355304876,2114.675507,1265.648428
6500,-24,8,3.8,97.5,27.87109217,15096.84159,0.3626341125,2003.647731,1247.552464
7000,-24,8,3.8,105,26.87871311,15679.24931,0.3706668517,1911.654821,1232.458449
7500,-24,8,3.8,112.5,25.8706718,16169.16987,0.3793070493,1835.484322,1220.078334
8000,-24,8,3.8,120,24.85915261,16572.76841,0.3884744605,1772.212712,1210.161661
8500,-24,8,3.8,127.5,23.85383402,16896.46576,0.3981003401,1719.599332,1202.450935
9000,-24,8,3.8,135,22.86234144,17146.75608,0.4081243114,1675.613971,1196.704112
9500,-24,8,3.8,142.5,21.89062722,17330.07988,0.4184920689,1638.680793,1192.727529
10000,-24,8,3.8,150,20.94328494,17452.73745,0.42915368,1607.440001,1190.32537
500,0,8,3.8,7.5,33.31568843,1388.153684,0.3197301299,3793.231714,1476.218616
1000,0,8,3.8,15,32.92003267,2743.336056,0.3223342221,3423.924321,1455.995068
1500,0,8,3.8,22.5,32.29744729,4037.180911,0.3265189049,2998.659046,1429.341508
2000,0,8,3.8,30,31.49137893,5248.563155,0.3321010267,2609.842231,1399.776614
2500,0,8,3.8,37.5,30.54668974,6363.893696,0.3388910002,2282.425216,1370.764464
3000,0,8,3.8,45,29.50389547,7375.973867,0.3467159465,2015.839848,1344.060229
3500,0,8,3.8,52.5,28.39687007,8282.420437,0.3554282342,1801.914023,1320.159648
4000,0,8,3.8,60,27.25268678,9084.228927,0.36490536,1632.243378,1299.294549
4500,0,8,3.8,67.5,26.09241674,9784.656276,0.375046177,1501.095235,1281.405177
5000,0,8,3.8,75,24.93219522,10388.41467,0.385766276,1406.893501,1266.293322
5500,0,8,3.8,82.5,23.7842398,10901.10991,0.3969937439,1357.136628,1253.707954
6000,0,8,3.8,90,22.65771085,11328.85542,0.4086656847,1354.772478,1243.401641
6500,0,8,3.8,97.5,21.55939918,11678.00789,0.4207255236,1354.772478,1235.17329
7000,0,8,3.8,105,20.49426155,11954.9859,0.433120985,1354.772478,1228.796445
7500,0,8,3.8,112.5,19.46583337,12166.14586,0.4458026031,1354.772478,1224.080558
8000,0,8,3.8,120,18.47654708,12317.69805,0.4587226368,1354.772478,1220.85949
8500,0,8,3.8,127.5,17.52797899,12415.65179,0.4718342777,1354.772478,1219.000379
9000,0,8,3.8,135,16.62104285,12465.78214,0.4850910671,1354.772478,1218.356016
9500,0,8,3.8,142.5,15.75614305,12473.61325,0.4984464536,1354.772478,1218.831163
10000,0,8,3.8,150,14.93329752,12444.4146,0.5118534452,1354.772478,1220.345564
500,-120,8,4.1,7.5,4.294190454,178.9246022,0.9299479035,4908.448522,1842.575183
1000,-120,8,4.1,15,4.830432227,402.5360189,0.920954852,4896.153796,1836.362043
1500,-120,8,4.1,22.5,5.41076609,676.3457612,0.9110738486,4873.293631,1829.134425
2000,-120,8,4.1,30,6.036433703,1006.072284,0.9004204365,4858.23291,1821.837341
2500,-120,8,4.1,37.5,6.708691808,1397.644127,0.8887935223,4833.953909,1813.567431
3000,-120,8,4.1,45,7.428636358,1857.159089,0.8762000783,4806.701482,1804.63779
3500,-120,8,4.1,52.5,8.197093345,2390.818892,0.8626792825,4782.680352,1795.363257
4000,-120,8,4.1,60,9.014485784,3004.828595,0.8481150564,4755.464996,1785.401459
4500,-120,8,4.1,67.5,9.880648834,3705.243313,0.8325791787,4731.378557,1775.083962
5000,-120,8,4.1,75,10.79456247,4497.734363,0.8159617572,4704.257335,1764.096501
5500,-120,8,4.1,82.5,11.7539607,5387.231989,0.7981333734,4668.187655,1752.150268
6000,-120,8,4.1,90,12.75476778,6377.383888,0.779475968,4640.129467,1740.176753
6500,-120,8,4.1,97.5,13.7903221,7469.757806,0.7597944977,4606.789035,1727.545888
7000,-120,8,4.1,105,14.850417,8662.743247,0.7393234894,4572.103165,1714.570268
7500,-120,8,4.1,112.5,15.92037503,9950.234391,0.7182665851,4534.809888,1701.336768
8000,-120,8,4.1,120,16.98068661,11320.45774,0.6972109603,4502.541368,1688.453013
8500,-120,8,4.1,127.5,18.00793942,12755.62375,0.6764111768,4450.836582,1671.52924
9000,-120,8,4.1,135,18.9773458,14233.00935,0.6564173971,4372.493096,1647.939089
9500,-120,8,4.1,142.5,19.86612677,15727.35036,0.6376138755,4277.018998,1619.53335
10000,-120,8,4.1,150,20.65634699,17213.62249,0.6202680771,4171.315807,1587.868577
500,-96,8,4.1,7.5,8.561604238,356.7335099,0.8562408435,4772.96555,1791.048892
1000,-96,8,4.1,15,9.354536052,779.544671,0.8421148856,4750.818499,1781.604191
1500,-96,8,4.1,22.5,10.19731985,1274.664981,0.8268695704,4723.381337,1771.351523
2000,-96,8,4.1,30,11.09000751,1848.334585,0.8105177825,4694.083628,1760.468118
2500,-96,8,4.1,37.5,12.03222293,2506.71311,0.7930471164,4663.894568,1749.006852
3000,-96,8,4.1,45,13.02274643,3255.686609,0.7744085743,4631.403992,1736.904458
3500,-96,8,4.1,52.5,14.05911223,4100.574401,0.7545015604,4592.92242,1723.99042
4000,-96,8,4.1,60,15.13705197,5045.683991,0.733736778,4562.840075,1711.065028
4500,-96,8,4.1,67.5,16.24971712,6093.643919,0.7117599411,4524.756694,1697.335067
5000,-96,8,4.1,75,17.38665868,7244.441118,0.6889363811,4486.437955,1683.317847
5500,-96,8,4.1,82.5,18.53267862,8494.14437,0.6656226955,4450.42279,1669.306936
6000,-96,8,4.1,90,19.66696835,9833.484177,0.6421321798,4414.264291,1655.393015
6500,-96,8,4.1,97.5,20.76334533,11246.81206,0.6189982414,4376.975303,1641.638289
7000,-96,8,4.1,105,21.79242434,12712.24753,0.5968960579,4307.925406,1621.642132
7500,-96,8,4.1,112.5,22.72562532,14203.51583,0.5763784646,4205.959379,1594.320859
8000,-96,8,4.1,120,23.53949572,15692.99715,0.5577981894,4084.879133,1562.032169
8500,-96,8,4.1,127.5,24.21849333,17154.76611,0.541329667,3954.591663,1526.714802
9000,-96,8,4.1,135,24.75553271,18566.64953,0.5270063542,3821.508029,1489.823727
9500,-96,8,4.1,142.5,25.15086244,19911.09943,0.514764081,3689.735446,1452.470812
10000,-96,8,4.1,150,25.41022679,21175.18899,0.5044798994,3562.206077,1415.456308
500,-72,8,4.1,7.5,14.61430469,608.929362,0.7438653129,4578.178382,1717.374709
1000,-72,8,4.1,15,15.68004922,1306.670769,0.7229920426,4542.043974,1704.250321
1500,-72,8,4.1,22.5,16.79075264,2098.84408,0.7008962038,4504.927895,1690.582935
2000,-72,8,4.1,30,17.9412235,2990.203917,0.6777759783,4471.047761,1676.647852
2500,-72,8,4.1,37.5,19.12382294,3984.12978,0.6532881661,4427.859087,1661.861314
3000,-72,8,4.1,45,20.32719928,5081.799821,0.6281999226,4391.464909,1647.192453
3500,-72,8,4.1,52.5,21.53497032,6281.033011,0.6024434852,4352.227355,1632.304409
4000,-72,8,4.1,60,22.72450575,7574.83525,0.5765006182,4311.530946,1617.510242
4500,-72,8,4.1,67.5,23.86655327,8949.957475,0.5512720457,4275.388876,1603.440928
5000,-72,8,4.1,75,24.92685601,10386.19001,0.5273852618,4233.617409,1589.228066
5500,-72,8,4.1,82.5,25.87044066,11857.2853,0.505679734,4135.98,1566.38559
6000,-72,8,4.1,90,26.6674913,13333.74565,0.4866697638,3997.313856,1535.792147
6500,-72,8,4.1,97.5,27.29815293,14786.4995,0.4705070206,3839.986372,1500.487707
7000,-72,8,4.1,105,27.7542519,16189.98028,0.4571266482,3677.085475,1462.915881
7500,-72,8,4.1,112.5,28.03805201,17523.78251,0.446339942,3517.093426,1424.819244
8000,-72,8,4.1,120,28.15948882,18772.99255,0.4379011104,3364.315597,1387.504628
8500,-72,8,4.1,127.5,28.13323406,19927.70746,0.4315503088,3220.977266,1351.929001
9000,-72,8,4.1,135,27.97628823,20982.21617,0.4270379799,3087.962446,1318.807217
9500,-72,8,4.1,142.5,27.70627295,21934.13275,0.4241364934,2965.568172,1288.689338
10000,-72,8,4.1,150,27.3403403,22783.61692,0.4226441216,2853.221235,1261.977754
500,-48,8,4.1,7.5,22.34175427,930.9064279,0.5847733056,4321.883405,1622.127481
1000,-48,8,4.1,15,23.58550387,1965.458656,0.5575662553,4285.152863,1606.951267
1500,-48,8,4.1,22.5,24.82283208,3102.85401,0.529724022,4243.78011,1591.572606
2000,-48,8,4.1,30,26.02786739,4337.977898,0.5020827797,4203.78626,1576.587098
2500,-48,8,4.1,37.5,27.16744362,5659.884087,0.4754653086,4166.42883,1562.418006
3000,-48,8,4.1,45,28.20208566,7050.521415,0.4506371053,4129.040488,1549.349577
3500,-48,8,4.1,52.5,29.09041862,8484.705431,0.4293254027,4076.731139,1535.560295
4000,-48,8,4.1,60,29.79649701,9932.165671,0.411717207,3928.323068,1511.169284
4500,-48,8,4.1,67.5,30.29700732,11361.37775,0.3980046315,3730.799977,1479.101967
5000,-48,8,4.1,75,30.58465291,12743.60538,0.3878089829,3519.810191,1443.214689
5500,-48,8,4.1,82.5,30.66672657,14055.58301,0.3806550955,3313.818065,1406.370393
6000,-48,8,4.1,90,30.5608096,15280.4048,0.3760802958,3121.89934,1370.5245
6500,-48,8,4.1,97.5,30.29007109,16407.12184,0.3736747295,2947.573868,1336.968046
7000,-48,8,4.1,105,29.87956027,17429.74349,0.3730915788,2791.426255,1306.445015
7500,-48,8,4.1,112.5,29.35379864,18346.12415,0.3740440299,2652.608034,1279.317744
8000,-48,8,4.1,120,28.73544934,19156.96623,0.376297212,2529.669915,1255.716301
8500,-48,8,4.1,127.5,28.04472162,19865.01115,0.3796590698,2420.881983,1235.560128
9000,-48,8,4.1,135,27.29922043,20474.41532,0.3839718948,2324.825222,1218.671398
9500,-48,8,4.1,142.5,26.51403967,20990.2814,0.3891051168,2239.681107,1204.788586
10000,-48,8,4.1,150,25.70197349,21418.31124,0.3949494315,2164.255002,1193.644812
500,-24,8,4.1,7.5,30.26842446,1261.184353,0.4001051158,4060.155311,1523.50163
1000,-24,8,4.1,15,31.17037802,2597.531501,0.3776133952,4031.801819,1512.286598
1500,-24,8,4.1,22.5,31.88645459,3985.806824,0.3594205795,4008.115275,1503.30928
2000,-24,8,4.1,30,32.37781186,5396.301977,0.3467686477,3918.235488,1491.63897
2500,-24,8,4.1,37.5,32.62220919,6796.293581,0.3391783692,3677.865153,1468.355695
3000,-24,8,4.1,45,32.61855011,8154.637527,0.33539832,3384.92168,1437.941905
3500,-24,8,4.1,52.5,32.38460443,9445.509624,0.3344444882,3095.681615,1404.790598
4000,-24,8,4.1,60,31.9502265,10650.0755,0.3356629904,2833.992534,1371.870185
4500,-24,8,4.1,67.5,31.35017605,11756.31602,0.338601112,2607.032453,1340.95955
5000,-24,8,4.1,75,30.61893621,12757.89009,0.3429313781,2414.435464,1312.990873
5500,-24,8,4.1,82.5,29.78785998,13652.76916,0.3484094443,2253.112708,1288.297278
6000,-24,8,4.1,90,28.88403058,14442.01529,0.3548486848,2118.668356,1266.952021
6500,-24,8,4.1,97.5,27.93012211,15128.81614,0.3621035466,2007.042286,1248.774127
7000,-24,8,4.1,105,26.944746,15717.7685,0.3700580753,1914.602983,1233.558104
7500,-24,8,4.1,112.5,25.94298015,16214.3626,0.378617783,1837.906737,1221.026374
8000,-24,8,4.1,120,24.93692466,16624.61644,0.3877037994,1774.294558,1210.93728
8500,-24,8,4.1,127.5,23.93621414,16954.81835,0.3972486236,1721.335652,1203.040803
9000,-24,8,4.1,135,22.94846206,17211.34654,0.407193015,1677.009014,1197.098857
9500,-24,8,4.1,142.5,21.97963434,17400.54385,0.4174837004,1639.876827,1192.920455
10000,-24,8,4.1,150,21.0343586,17528.63217,0.4280716663,1608.477398,1190.319283
500,0,8,4.1,7.5,33.31775857,1388.239941,0.3197166246,3795.616648,1476.328945
1000,0,8,4.1,15,32.92790582,2743.992152,0.3222819989,3430.278044,1456.377208
1500,0,8,4.1,22.5,32.31395274,4039.244092,0.3264065718,3008.05525,1430.007898
2000,0,8,4.1,30,31.51825143,5253.041905,0.331911867,2620.797899,1400.682341
2500,0,8,4.1,37.5,30.58468764,6371.809924,0.338612544,2293.788222,1371.815308
3000,0,8,4.1,45,29.55303755,7388.259387,0.346339098,2026.804385,1345.199719
3500,0,8,4.1,52.5,28.45666886,8299.861751,0.3549464557,1812.06334,1321.318874
4000,0,8,4.1,60,27.32233177,9107.443924,0.3643140873,1641.43025,1300.418488
4500,0,8,4.1,67.5,26.17090414,9814.089052,0.3743424624,1508.926851,1282.451473
5000,0,8,4.1,75,25.01841581,10424.33992,0.3849485994,1412.708305,1267.229917
5500,0,8,4.1,82.5,23.87703783,10943.64234,0.396061929,1359.058162,1254.510957
6000,0,8,4.1,90,22.75592429,11377.96214,0.4076208679,1354.772499,1244.044889
6500,0,8,4.1,97.5,21.66188835,11733.52286,0.4195701394,1354.772499,1235.652804
7000,0,8,4.1,105,20.59993039,12016.62606,0.4318587413,1354.772499,1229.09499
7500,0,8,4.1,112.5,19.57364606,12233.52879,0.4444384295,1354.772499,1224.195817
8000,0,8,4.1,120,18.58554115,12390.36077,0.4572625976,1354.772499,1220.791508
8500,0,8,4.1,127.5,17.63727576,12493.07033,0.4702854459,1354.772499,1218.753085
9000,0,8,4.1,135,16.72985527,12547.39145,0.4834613599,1354.772499,1217.941575
9500,0,8,4.1,142.5,15.86378126,12558.82683,0.4967444356,1354.772499,1218.275704
10000,0,8,4.1,150,15.03917203,12532.64336,0.5100881045,1354.772499,1219.662748
500,-120,8,4.4,7.5,4.365411133,181.8921305,0.9287526204,4906.238559,1841.720108
1000,-120,8,4.4,15,4.907657372,408.9714477,0.9196494842,4893.680257,1835.430245
1500,-120,8,4.4,22.5,5.493796126,686.7245157,0.9096591532,4870.688844,1828.134712
2000,-120,8,4.4,30,6.124963851,1020.827308,0.898899193,4855.377391,1820.766521
2500,-120,8,4.4,37.5,6.802315066,1417.148972,0.887169812,4830.967361,1812.435808
3000,-120,8,4.4,45,7.526846683,1881.711671,0.8744798022,4803.619609,1803.45234
3500,-120,8,4.4,52.5,8.299289738,2420.626173,0.8608700389,4779.454732,1794.127574
4000,-120,8,4.4,60,9.119976961,3039.99232,0.8462261051,4752.139651,1784.124904
4500,-120,8,4.4,67.5,9.988658233,3745.746837,0.8306213831,4727.911562,1773.772326
5000,-120,8,4.4,75,10.90423377,4543.430739,0.8139478325,4700.696274,1762.761103
5500,-120,8,4.4,82.5,11.8643651,5437.834006,0.7960783439,4664.667084,1750.807758
6000,-120,8,4.4,90,12.86491618,6432.458088,0.7773956158,4636.548788,1738.832186
6500,-120,8,4.4,97.5,13.89918854,7528.727124,0.7577071348,4603.239384,1726.214769
7000,-120,8,4.4,105,14.9569833,8724.906927,0.737248217,4568.624765,1713.265422
7500,-120,8,4.4,112.5,16.02370698,10014.81686,0.716222597,4531.464891,1700.071356
8000,-120,8,4.4,120,17.08004037,11386.69358,0.695213805,4499.287415,1687.232781
8500,-120,8,4.4,127.5,18.1028705,12822.8666,0.6744731236,4447.73366,1670.384142
9000,-120,8,4.4,135,19.06777107,14300.8283,0.6545443294,4369.627958,1646.913364
9500,-120,8,4.4,142.5,19.9523065,15795.57598,0.6358061105,4274.293468,1618.642436
10000,-120,8,4.4,150,20.73880037,17282.33364,0.6185217346,4168.80485,1587.128866
500,-96,8,4.4,7.5,8.66925426,361.2189275,0.8543252644,4769.532695,1789.744864
1000,-96,8,4.4,15,9.466037122,788.8364269,0.8401085801,4747.207322,1780.249332
1500,-96,8,4.4,22.5,10.31197859,1288.997324,0.8247817538,4719.665064,1769.956739
2000,-96,8,4.4,30,11.20704131,1867.840219,0.8083595077,4690.290123,1759.042908
2500,-96,8,4.4,37.5,12.15076628,2531.409642,0.7908312655,4660.040832,1747.561043
3000,-96,8,4.4,45,13.1418566,3285.464149,0.7721500534,4627.530078,1735.449924
3500,-96,8,4.4,52.5,14.17777586,4135.184625,0.7522177737,4589.124133,1722.542737
4000,-96,8,4.4,60,15.25419539,5084.731795,0.7314456467,4559.013354,1709.630008
4500,-96,8,4.4,67.5,16.36422584,6136.584688,0.7094832983,4521.034446,1695.931406
5000,-96,8,4.4,75,17.497416,7290.59,0.6866967174,4482.848075,1681.958849
5500,-96,8,4.4,82.5,18.63863664,8542.708459,0.6634422388,4446.962343,1668.003637
6000,-96,8,4.4,90,19.76726071,9883.630356,0.6400318403,4410.968928,1654.156635
6500,-96,8,4.4,97.5,20.85742813,11297.77357,0.6169941384,4373.877141,1640.479018
7000,-96,8,4.4,105,21.88019358,12763.44625,0.5949962229,4305.075366,1620.616777
7500,-96,8,4.4,112.5,22.80744513,14254.65321,0.5745825382,4203.438189,1593.474938
8000,-96,8,4.4,120,23.61611635,15744.07757,0.5560992828,4082.633037,1561.378272
8500,-96,8,4.4,127.5,24.29090198,17206.05557,0.5397168968,3952.621299,1526.279448
9000,-96,8,4.4,135,24.82480032,18618.60024,0.5254671169,3819.811498,1489.592628
9500,-96,8,4.4,142.5,25.21802531,19964.27004,0.513285647,3688.182988,1452.447643
10000,-96,8,4.4,150,25.47621172,21230.17643,0.5030503421,3560.887067,1415.628782
500,-72,8,4.4,7.5,14.73672014,614.0300059,0.741489582,4574.206928,1715.877479
1000,-72,8,4.4,15,15.80160558,1316.800465,0.7205957282,4538.113432,1702.762376
1500,-72,8,4.4,22.5,16.91036372,2113.795465,0.698499018,4501.0659,1689.117133
2000,-72,8,4.4,30,18.05774559,3009.624265,0.6753991207,4467.22651,1675.214812
2500,-72,8,4.4,37.5,19.23607288,4007.515183,0.6509578786,4424.233692,1660.481744
3000,-72,8,4.4,45,20.4339906,5108.497649,0.6259406758,4387.967852,1645.875492
3500,-72,8,4.4,52.5,21.63518198,6310.261411,0.6002829681,4348.933362,1631.066068
4000,-72,8,4.4,60,22.81719914,7605.733046,0.5744649388,4308.499778,1616.363905
4500,-72,8,4.4,67.5,23.95113805,8981.676769,0.5493796633,4272.598168,1602.392029
5000,-72,8,4.4,75,25.00326315,10418.02631,0.5256460721,4231.09666,1588.288291
5500,-72,8,4.4,82.5,25.93921464,11888.80671,0.5040906867,4133.873067,1565.642248
6000,-72,8,4.4,90,26.72972928,13364.86464,0.4852172976,3995.772538,1535.299277
6500,-72,8,4.4,97.5,27.35531,14817.45958,0.4691718747,3838.770133,1500.265841
7000,-72,8,4.4,105,27.80790578,16221.27837,0.4558877549,3676.174831,1462.949253
7500,-72,8,4.4,112.5,28.08971056,17556.0691,0.4451769748,3516.470466,1425.103473
8000,-72,8,4.4,120,28.21047089,18806.98059,0.4367957824,3363.964398,1388.023264
8500,-72,8,4.4,127.5,28.18461503,19964.10231,0.4304868273,3220.695217,1352.632441
9000,-72,8,4.4,135,28.02888932,21021.66699,0.4260030434,3087.920443,1319.668689
9500,-72,8,4.4,142.5,27.76067542,21977.20138,0.4231190861,2965.56995,1289.65652
10000,-72,8,4.4,150,27.39691161,22830.75968,0.4216352476,2853.260764,1262.991507
500,-48,8,4.4,7.5,22.44194496,935.0810402,0.5825869458,4318.638788,1620.890698
1000,-48,8,4.4,15,23.67838674,1973.198895,0.5554972246,4282.082367,1605.799564
1500,-48,8,4.4,22.5,24.90728112,3113.41014,0.5278051501,4240.989169,1590.52383
2000,-48,8,4.4,30,26.10297163,4350.495271,0.5003423961,4201.300767,1575.652705
2500,-48,8,4.4,37.5,27.23269513,5673.478152,0.4739242331,4164.259534,1561.60442
3000,-48,8,4.4,45,28.25760099,7064.400248,0.4493052039,4127.232677,1548.658408
3500,-48,8,4.4,52.5,29.13709523,8498.319442,0.4281868906,4075.346478,1535.004522
4000,-48,8,4.4,60,29.83598019,9945.326729,0.4107457019,3927.6648,1510.8674
4500,-48,8,4.4,67.5,30.33143694,11374.28885,0.3971650241,3730.922531,1479.101802
5000,-48,8,4.4,75,30.61630601,12756.79417,0.3870669314,3520.598333,1443.520159
5500,-48,8,4.4,82.5,30.69771061,14069.78403,0.379980393,3314.861878,1406.94646
6000,-48,8,4.4,90,30.59288186,15296.44093,0.3754478429,3123.169104,1371.326993
6500,-48,8,4.4,97.5,30.32457499,16425.81145,0.3730642992,2949.047857,1337.937726
7000,-48,8,4.4,105,29.91743631,17451.83785,0.3724871275,2792.858977,1307.516774
7500,-48,8,4.4,112.5,29.39563145,18372.26965,0.3734329468,2654.001256,1280.441498
8000,-48,8,4.4,120,28.78152653,19187.68436,0.3756696646,2531.026438,1256.833682
8500,-48,8,4.4,127.5,28.09509211,19900.69024,0.3790074829,2422.204962,1236.623274
9000,-48,8,4.4,135,27.3537469,20515.31017,0.3832905541,2325.934534,1219.641464
9500,-48,8,4.4,142.5,26.57244402,21036.51818,0.388389871,2240.769819,1205.62998
10000,-48,8,4.4,150,25.76387546,21469.89622,0.3941974634,2165.162466,1194.334958
500,-24,8,4.4,7.5,30.3063825,1262.765938,0.3991628398,4058.926875,1523.028073
1000,-24,8,4.4,15,31.19827933,2599.856611,0.3769090565,4030.883217,1511.937216
1500,-24,8,4.4,22.5,31.9058749,3988.234363,0.3589242586,4007.475667,1503.065829
